id,age time,age temp, Peak Frequency (Hz), Frequency Error, Thermal Diffusivity (m2/s), Thermal Error, Tau1, Tau2, Tau3,binary peak split 
Analysis/CF3-Moar-Data-10kh-360C-06.40um-spot9-POS-1.txt,10000,360,4.54E+08,7.31E+04,3.30E-06,6.62E-08,2.94E-09,2.41E-08,5.00E-09,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot0-POS-1.txt,10000,400,3.98E+08,2.44E+03,3.41E-06,3.35E-08,2.19E-08,2.76E-08,2.65E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot1-POS-1.txt,10000,400,3.98E+08,2.52E+03,3.27E-06,4.01E-08,2.44E-08,2.75E-08,2.99E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot10-POS-1.txt,10000,400,3.68E+08,1.06E+04,3.72E-06,3.18E-08,1.91E-08,2.98E-08,2.34E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot11-POS-1.txt,10000,400,3.66E+08,2.75E+04,3.57E-06,6.89E-08,1.20E-08,3.00E-08,1.82E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot12-POS-1.txt,10000,400,3.45E+08,2.00E+04,4.13E-06,3.41E-08,1.04E-08,3.18E-08,1.08E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot13-POS-1.txt,10000,400,3.50E+08,5.92E+03,4.23E-06,3.99E-08,2.14E-08,3.13E-08,2.25E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot14-POS-1.txt,10000,400,3.49E+08,5.84E+03,3.86E-06,3.56E-08,2.36E-08,3.14E-08,2.16E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot15-POS-1.txt,10000,400,3.51E+08,6.15E+03,3.91E-06,3.82E-08,2.29E-08,3.13E-08,2.34E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot16-POS-1.txt,10000,400,3.49E+08,4.33E+03,4.20E-06,3.83E-08,2.41E-08,3.14E-08,2.57E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot17-POS-1.txt,10000,400,3.25E+08,1.85E+04,4.26E-06,4.01E-08,1.49E-08,3.38E-08,1.72E-08,1.0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot18-POS-1.txt,10000,400,3.26E+08,5.29E+03,4.35E-06,3.69E-08,2.66E-08,3.36E-08,2.56E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot19-POS-1.txt,10000,400,3.26E+08,5.89E+03,4.13E-06,3.55E-08,1.88E-08,3.36E-08,2.03E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot2-POS-1.txt,10000,400,3.97E+08,2.67E+03,3.75E-06,3.31E-08,2.16E-08,2.76E-08,2.50E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot20-POS-1.txt,10000,400,3.49E+08,5.72E+03,4.33E-06,3.72E-08,2.14E-08,3.14E-08,2.25E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot21-POS-1.txt,10000,400,3.48E+08,1.60E+04,4.43E-06,3.32E-08,1.36E-08,3.15E-08,1.32E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot22-POS-1.txt,10000,400,3.46E+08,5.18E+04,4.30E-06,4.00E-08,5.30E-09,3.17E-08,6.62E-09,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot23-POS-1.txt,10000,400,3.78E+08,3.18E+03,4.10E-06,3.35E-08,2.24E-08,2.90E-08,2.46E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot24-POS-1.txt,10000,400,3.79E+08,4.60E+03,3.90E-06,3.60E-08,1.86E-08,2.89E-08,2.07E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot25-POS-1.txt,10000,400,3.81E+08,3.15E+03,4.34E-06,3.58E-08,2.08E-08,2.87E-08,2.21E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot26-POS-1.txt,10000,400,3.85E+08,2.75E+03,4.30E-06,3.65E-08,2.14E-08,2.85E-08,2.43E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot27-POS-1.txt,10000,400,3.85E+08,3.00E+03,3.83E-06,2.97E-08,2.50E-08,2.85E-08,2.81E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot28-POS-1.txt,10000,400,3.86E+08,2.32E+03,4.16E-06,2.77E-08,2.63E-08,2.84E-08,2.91E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot29-POS-1.txt,10000,400,3.89E+08,5.43E+03,4.02E-06,2.76E-08,1.76E-08,2.82E-08,1.85E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot3-POS-1.txt,10000,400,3.99E+08,4.05E+03,3.45E-06,2.95E-08,1.91E-08,2.75E-08,2.19E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot30-POS-1.txt,10000,400,3.67E+08,9.88E+03,3.70E-06,6.00E-08,2.11E-08,2.98E-08,2.39E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot31-POS-1.txt,10000,400,3.67E+08,1.15E+04,3.79E-06,2.91E-08,2.25E-08,2.99E-08,2.90E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot32-POS-1.txt,10000,400,3.76E+08,2.61E+04,3.68E-06,2.87E-08,1.16E-08,2.92E-08,1.35E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot33-POS-1.txt,10000,400,3.69E+08,4.06E+03,3.80E-06,5.21E-08,2.57E-08,2.97E-08,2.96E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot34-POS-1.txt,10000,400,3.77E+08,7.85E+03,3.62E-06,7.39E-08,2.14E-08,2.91E-08,2.14E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot35-POS-1.txt,10000,400,3.68E+08,5.42E+03,3.17E-06,6.28E-08,2.45E-08,2.98E-08,2.81E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot36-POS-1.txt,10000,400,3.66E+08,8.06E+03,3.38E-06,6.66E-08,2.04E-08,2.99E-08,2.27E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot37-POS-1.txt,10000,400,3.65E+08,9.17E+03,3.47E-06,3.14E-08,2.26E-08,3.00E-08,2.69E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot38-POS-1.txt,10000,400,3.83E+08,1.57E+04,3.60E-06,7.11E-08,1.19E-08,2.86E-08,1.40E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot39-POS-1.txt,10000,400,3.85E+08,4.13E+03,3.58E-06,6.18E-08,1.90E-08,2.85E-08,2.06E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot4-POS-1.txt,10000,400,3.97E+08,2.25E+03,3.28E-06,3.48E-08,2.47E-08,2.76E-08,3.10E-08,0
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot5-POS-1.txt,10000,400,3.71E+08,4.41E+04,3.10E-06,3.81E-08,6.58E-09,2.95E-08,8.95E-09,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot6-POS-1.txt,10000,400,3.68E+08,5.32E+03,4.00E-06,3.84E-08,2.42E-08,2.98E-08,3.03E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot7-POS-1.txt,10000,400,3.68E+08,8.26E+03,3.56E-06,3.09E-08,2.08E-08,2.98E-08,2.10E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot8-POS-1.txt,10000,400,3.64E+08,1.21E+04,4.00E-06,3.61E-08,1.19E-08,3.01E-08,1.31E-08,1
Analysis/CF3-Moar-Data-10kh-400C-06.40um-spot9-POS-1.txt,10000,400,3.50E+08,8.77E+03,3.28E-06,6.55E-08,1.51E-08,3.13E-08,1.55E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot0-POS-1.txt,30000,290,3.50E+08,6.53E+03,3.27E-06,6.26E-08,1.80E-08,3.13E-08,1.90E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot1-POS-1.txt,30000,290,3.51E+08,3.97E+03,3.00E-06,2.79E-08,2.09E-08,3.13E-08,2.24E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot10-POS-1.txt,30000,290,4.22E+08,3.08E+03,3.76E-06,7.18E-08,2.28E-08,2.60E-08,2.66E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot11-POS-1.txt,30000,290,4.22E+08,3.58E+03,3.88E-06,6.25E-08,2.11E-08,2.60E-08,2.39E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot12-POS-1.txt,30000,290,4.23E+08,3.65E+03,3.92E-06,6.95E-08,2.01E-08,2.59E-08,2.25E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot13-POS-1.txt,30000,290,4.22E+08,3.45E+03,3.89E-06,6.94E-08,2.09E-08,2.60E-08,2.42E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot14-POS-1.txt,30000,290,4.22E+08,4.15E+03,3.88E-06,6.80E-08,1.94E-08,2.60E-08,2.17E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot15-POS-1.txt,30000,290,4.22E+08,3.55E+03,3.76E-06,6.70E-08,2.07E-08,2.60E-08,2.39E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot16-POS-1.txt,30000,290,4.22E+08,3.45E+03,4.14E-06,7.49E-08,2.22E-08,2.60E-08,2.64E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot17-POS-1.txt,30000,290,4.22E+08,3.11E+03,3.72E-06,7.74E-08,2.33E-08,2.60E-08,2.81E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot18-POS-1.txt,30000,290,4.22E+08,3.67E+03,3.86E-06,7.44E-08,2.16E-08,2.60E-08,2.53E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot19-POS-1.txt,30000,290,4.22E+08,3.33E+03,3.79E-06,7.25E-08,2.05E-08,2.60E-08,2.38E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot2-POS-1.txt,30000,290,3.50E+08,5.01E+03,3.17E-06,6.63E-08,2.15E-08,3.13E-08,2.39E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot20-POS-1.txt,30000,290,4.17E+08,5.56E+03,3.21E-06,2.92E-08,1.92E-08,2.63E-08,1.97E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot21-POS-1.txt,30000,290,4.17E+08,9.15E+03,3.46E-06,3.32E-08,1.95E-08,2.63E-08,2.93E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot22-POS-1.txt,30000,290,4.16E+08,7.12E+03,3.48E-06,2.83E-08,2.10E-08,2.64E-08,2.07E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot23-POS-1.txt,30000,290,4.14E+08,7.64E+03,3.63E-06,3.00E-08,1.94E-08,2.65E-08,1.93E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot24-POS-1.txt,30000,290,4.15E+08,8.39E+03,3.65E-06,3.05E-08,1.90E-08,2.64E-08,1.92E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot25-POS-1.txt,30000,290,4.15E+08,9.03E+03,3.54E-06,2.57E-08,1.60E-08,2.64E-08,1.61E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot26-POS-1.txt,30000,290,4.21E+08,4.53E+03,3.73E-06,6.75E-08,1.87E-08,2.60E-08,2.24E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot27-POS-1.txt,30000,290,4.23E+08,3.94E+03,4.05E-06,7.64E-08,2.02E-08,2.59E-08,2.37E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot28-POS-1.txt,30000,290,4.23E+08,3.00E+03,3.83E-06,6.27E-08,2.17E-08,2.59E-08,2.44E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot29-POS-1.txt,30000,290,4.23E+08,4.18E+03,4.05E-06,6.61E-08,2.00E-08,2.59E-08,2.24E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot3-POS-1.txt,30000,290,3.51E+08,3.49E+03,3.06E-06,6.21E-08,2.34E-08,3.12E-08,2.59E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot30-POS-1.txt,30000,290,4.24E+08,3.70E+03,3.77E-06,6.74E-08,1.96E-08,2.58E-08,2.26E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot31-POS-1.txt,30000,290,4.24E+08,3.61E+03,3.89E-06,7.02E-08,2.12E-08,2.59E-08,2.58E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot32-POS-1.txt,30000,290,4.24E+08,3.42E+03,4.12E-06,6.83E-08,2.07E-08,2.58E-08,2.41E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot33-POS-1.txt,30000,290,4.24E+08,3.46E+03,3.75E-06,6.17E-08,2.07E-08,2.58E-08,2.38E-08,1
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot34-POS-1.txt,30000,290,4.23E+08,3.59E+03,3.90E-06,6.81E-08,2.23E-08,2.59E-08,2.58E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot35-POS-1.txt,30000,290,4.23E+08,3.42E+03,3.91E-06,7.22E-08,2.13E-08,2.59E-08,2.45E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot36-POS-1.txt,30000,290,4.23E+08,3.39E+03,4.12E-06,7.76E-08,2.36E-08,2.59E-08,2.84E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot37-POS-1.txt,30000,290,4.22E+08,3.12E+03,4.02E-06,7.27E-08,2.37E-08,2.60E-08,2.87E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot38-POS-1.txt,30000,290,4.24E+08,3.70E+03,3.81E-06,6.78E-08,2.01E-08,2.59E-08,2.26E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot39-POS-1.txt,30000,290,4.24E+08,3.74E+03,3.88E-06,7.14E-08,2.15E-08,2.59E-08,2.50E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot4-POS-1.txt,30000,290,3.50E+08,6.46E+03,3.01E-06,6.15E-08,1.70E-08,3.13E-08,1.86E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot5-POS-1.txt,30000,290,3.49E+08,4.61E+03,3.06E-06,5.77E-08,1.86E-08,3.14E-08,1.97E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot6-POS-1.txt,30000,290,3.52E+08,4.41E+03,2.99E-06,5.75E-08,2.01E-08,3.12E-08,2.13E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot7-POS-1.txt,30000,290,3.52E+08,1.07E+04,3.05E-06,3.08E-08,1.43E-08,3.12E-08,1.55E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot8-POS-1.txt,30000,290,3.52E+08,3.94E+03,3.29E-06,6.10E-08,2.23E-08,3.11E-08,2.40E-08,0
Analysis/CF3-Moar-Data-30kh-290C-06.40um-spot9-POS-1.txt,30000,290,3.51E+08,1.03E+04,3.33E-06,7.04E-08,1.65E-08,3.12E-08,2.10E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot0-POS-1.txt,30000,330,3.97E+08,5.00E+04,3.89E-06,2.78E-08,8.46E-09,2.76E-08,1.01E-08,-
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot1-POS-1.txt,30000,330,3.61E+08,7.88E+03,3.42E-06,2.62E-08,1.52E-08,3.04E-08,1.66E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot10-POS-1.txt,30000,330,3.53E+08,2.27E+05,3.06E-06,3.88E-08,2.39E-09,3.11E-08,8.21E-09,-
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot11-POS-1.txt,30000,330,3.52E+08,2.16E+05,3.04E-06,3.89E-08,2.32E-09,3.12E-08,1.08E-08,-
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot12-POS-1.txt,30000,330,3.50E+08,2.98E+05,3.03E-06,3.48E-08,1.59E-09,3.13E-08,1.26E-08,-
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot13-POS-1.txt,30000,330,3.51E+08,3.06E+05,3.55E-06,3.83E-08,1.59E-09,3.12E-08,2.11E-08,-
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot14-POS-1.txt,30000,330,3.42E+08,2.08E+04,3.55E-06,7.01E-08,1.62E-08,3.21E-08,1.93E-08,1.0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot15-POS-1.txt,30000,330,3.47E+08,1.79E+05,3.18E-06,6.49E-08,2.53E-09,3.16E-08,1.27E-08,-
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot16-POS-1.txt,30000,330,4.12E+08,1.02E+04,3.23E-06,6.18E-08,1.71E-08,2.66E-08,1.82E-08,1.0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot17-POS-1.txt,30000,330,4.15E+08,4.26E+03,3.81E-06,6.07E-08,1.75E-08,2.64E-08,2.09E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot18-POS-1.txt,30000,330,4.14E+08,2.72E+03,3.97E-06,6.75E-08,2.41E-08,2.65E-08,2.88E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot19-POS-1.txt,30000,330,4.14E+08,2.81E+03,4.05E-06,6.50E-08,2.33E-08,2.65E-08,2.76E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot2-POS-1.txt,30000,330,3.57E+08,1.68E+04,3.23E-06,2.78E-08,1.14E-08,3.07E-08,1.28E-08,1.0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot20-POS-1.txt,30000,330,3.59E+08,3.86E+03,3.30E-06,6.47E-08,2.22E-08,3.05E-08,2.56E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot21-POS-1.txt,30000,330,4.39E+08,2.97E+03,4.24E-06,3.04E-08,2.07E-08,2.50E-08,2.33E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot22-POS-1.txt,30000,330,4.41E+08,3.07E+03,4.30E-06,3.13E-08,2.38E-08,2.49E-08,2.77E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot23-POS-1.txt,30000,330,4.42E+08,3.33E+03,4.32E-06,6.77E-08,2.04E-08,2.48E-08,2.29E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot24-POS-1.txt,30000,330,4.42E+08,5.46E+03,4.02E-06,6.55E-08,1.55E-08,2.48E-08,1.75E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot25-POS-1.txt,30000,330,4.22E+08,3.06E+05,3.42E-06,7.86E-08,1.59E-09,2.60E-08,1.57E-08,-
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot26-POS-1.txt,30000,330,3.47E+08,1.83E+05,3.04E-06,7.15E-08,3.11E-09,3.16E-08,1.89E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot27-POS-1.txt,30000,330,3.57E+08,3.27E+05,3.12E-06,3.41E-08,1.59E-09,3.07E-08,6.82E-09,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot28-POS-1.txt,30000,330,3.48E+08,2.24E+05,3.09E-06,3.40E-08,2.24E-09,3.15E-08,2.04E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot29-POS-1.txt,30000,330,3.48E+08,4.27E+04,3.21E-06,7.23E-08,1.00E-08,3.15E-08,1.73E-08,1.0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot3-POS-1.txt,30000,330,3.55E+08,4.31E+04,3.13E-06,6.20E-08,6.66E-09,3.09E-08,9.68E-09,1.0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot30-POS-1.txt,30000,330,3.53E+08,1.45E+05,3.10E-06,3.54E-08,2.94E-09,3.11E-08,1.25E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot31-POS-1.txt,30000,330,3.91E+08,9.53E+03,3.89E-06,2.91E-08,1.68E-08,2.81E-08,1.88E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot32-POS-1.txt,30000,330,3.91E+08,1.03E+04,4.13E-06,3.04E-08,1.61E-08,2.80E-08,1.89E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot33-POS-1.txt,30000,330,3.97E+08,2.74E+04,3.93E-06,2.85E-08,1.07E-08,2.76E-08,1.17E-08,1.0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot34-POS-1.txt,30000,330,3.92E+08,5.18E+03,3.89E-06,2.94E-08,2.30E-08,2.79E-08,2.69E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot35-POS-1.txt,30000,330,3.91E+08,4.99E+03,3.80E-06,3.14E-08,2.19E-08,2.80E-08,2.42E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot36-POS-1.txt,30000,330,3.26E+08,2.57E+04,3.57E-06,3.03E-08,1.06E-08,3.36E-08,1.33E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot37-POS-1.txt,30000,330,3.32E+08,2.94E+03,3.41E-06,2.95E-08,2.36E-08,3.30E-08,2.49E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot38-POS-1.txt,30000,330,3.31E+08,3.43E+03,3.53E-06,3.17E-08,2.50E-08,3.31E-08,2.50E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot39-POS-1.txt,30000,330,3.30E+08,2.99E+03,3.53E-06,6.83E-08,2.44E-08,3.32E-08,2.67E-08,0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot4-POS-1.txt,30000,330,3.64E+08,8.81E+04,3.28E-06,6.88E-08,4.08E-09,3.01E-08,6.53E-09,1.0
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot5-POS-1.txt,30000,330,3.87E+08,5.47E+04,3.58E-06,9.23E-08,1.26E-08,2.83E-08,2.20E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot6-POS-1.txt,30000,330,4.85E+08,4.39E+04,3.14E-06,7.42E-08,1.16E-08,2.26E-08,1.82E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot7-POS-1.txt,30000,330,4.85E+08,5.38E+04,3.48E-06,8.52E-08,9.00E-09,2.26E-08,1.53E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot8-POS-1.txt,30000,330,3.87E+08,3.95E+04,3.45E-06,9.44E-08,1.70E-08,2.83E-08,2.81E-08,1
Analysis/CF3-Moar-Data-30kh-330C-06.40um-spot9-POS-1.txt,30000,330,4.34E+08,1.31E+04,3.80E-06,2.90E-08,1.21E-08,2.52E-08,1.32E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot0-POS-1.txt,30000,360,3.76E+08,6.50E+03,3.53E-06,3.49E-08,1.99E-08,2.91E-08,2.28E-08,1
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot1-POS-1.txt,30000,360,3.78E+08,3.12E+03,3.30E-06,3.89E-08,2.56E-08,2.90E-08,3.11E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot10-POS-1.txt,30000,360,4.32E+08,6.94E+03,3.99E-06,7.07E-08,1.48E-08,2.54E-08,1.53E-08,1
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot11-POS-1.txt,30000,360,3.79E+08,2.78E+03,3.07E-06,3.75E-08,2.42E-08,2.90E-08,2.79E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot12-POS-1.txt,30000,360,3.78E+08,3.00E+03,3.76E-06,3.38E-08,2.38E-08,2.90E-08,2.80E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot13-POS-1.txt,30000,360,3.77E+08,2.21E+03,3.97E-06,3.28E-08,2.85E-08,2.91E-08,3.26E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot14-POS-1.txt,30000,360,3.76E+08,2.82E+03,4.13E-06,3.43E-08,2.62E-08,2.92E-08,3.11E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot15-POS-1.txt,30000,360,3.76E+08,2.82E+03,4.07E-06,3.47E-08,2.61E-08,2.91E-08,3.10E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot16-POS-1.txt,30000,360,3.77E+08,3.20E+03,4.23E-06,3.55E-08,2.61E-08,2.91E-08,3.08E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot17-POS-1.txt,30000,360,3.76E+08,3.28E+03,4.01E-06,3.32E-08,2.26E-08,2.91E-08,2.47E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot18-POS-1.txt,30000,360,3.26E+08,2.70E+04,3.79E-06,4.11E-08,1.35E-08,3.36E-08,1.62E-08,1
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot19-POS-1.txt,30000,360,3.30E+08,3.07E+03,3.92E-06,2.89E-08,2.39E-08,3.33E-08,2.70E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot2-POS-1.txt,30000,360,3.78E+08,2.77E+03,3.28E-06,3.32E-08,2.52E-08,2.90E-08,2.90E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot20-POS-1.txt,30000,360,3.25E+08,2.73E+03,3.94E-06,2.91E-08,2.12E-08,3.37E-08,2.11E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot21-POS-1.txt,30000,360,3.27E+08,2.65E+03,3.98E-06,3.54E-08,2.64E-08,3.36E-08,2.91E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot22-POS-1.txt,30000,360,3.94E+08,1.36E+04,3.58E-06,6.24E-08,1.42E-08,2.78E-08,1.53E-08,1
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot23-POS-1.txt,30000,360,3.97E+08,1.20E+04,3.60E-06,5.88E-08,1.74E-08,2.76E-08,1.77E-08,1
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot24-POS-1.txt,30000,360,3.96E+08,2.59E+04,3.60E-06,2.82E-08,1.04E-08,2.77E-08,1.20E-08,1
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot25-POS-1.txt,30000,360,3.95E+08,6.52E+03,3.80E-06,5.73E-08,1.84E-08,2.78E-08,2.09E-08,1
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot26-POS-1.txt,30000,360,3.97E+08,4.70E+03,3.74E-06,2.75E-08,2.38E-08,2.76E-08,2.58E-08,1
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot27-POS-1.txt,30000,360,3.97E+08,3.89E+03,4.02E-06,2.76E-08,2.36E-08,2.76E-08,2.52E-08,0
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot28-POS-1.txt,30000,360,3.97E+08,3.71E+03,3.98E-06,6.70E-08,2.62E-08,2.76E-08,2.86E-08,1
Analysis/CF3-Moar-Data-30kh-360C-06.40um-spot29-POS-1.txt,30000,360,3.97E+08,3.51E+03,3.92E-06,6.69E-08,2.70E-08,2.76E-08,3.01E-08,1
